Gene Symbol,GSM155938,GSM155940,GSM155941,GSM155942,GSM155963,GSM155985,GSM155990
F2,12.908970483791,12.5604570343995,12.9792036649695,10.5240225256502,11.728362722509802,12.0466295202747,12.1357798161379
ITIH3,13.7507069862249,12.907037111883499,13.593881275697,13.2172761633073,12.9097974758112,14.0095399795224,13.527037092948001
F8,7.25224911939368,6.79592276040509,7.81632450335972,8.21845667987291,7.08656087495595,8.69899282977883,6.6459609884050295
CD8A,6.33563867339737,7.38176788160164,10.0968600754785,5.20081819430592,4.67474875502475,10.6731323721454,4.61348450525078
SULT2B1,3.4350951516201,3.36867058328714,3.4442164855444104,3.4007291832942004,3.5544906222882795,3.42504297937796,3.46935202823036
DUS4L,6.62344843366096,6.412022725615049,6.85750831070474,8.2259159552365,7.1876885803085,6.944061933253161,6.68783055497226
DDX18,7.6001359221104,8.2401139411063,7.6618707122586205,8.09837955159809,7.72804294233849,7.63447710474821,7.5986406275359295
CYP3A5,13.8081899460409,11.9427307467733,12.232549840549199,10.9091580518905,11.239819272147699,12.1966082734851,12.1002483917031
TCAP,4.47584365514079,4.80265335810113,4.2391154020837405,4.30348122090015,4.29313501904332,3.9120270533401698,4.23203903615301
SLC27A2,11.6645450609354,10.1830274111093,10.0485549882975,6.31550102065235,12.214780515123401,11.358733606862302,9.54881420379176
GSR,6.600981825158759,8.67403686545114,7.940431063715611,9.323394840398072,7.5754863029258,5.753139179249019,6.6347282969885
AKAP7,8.81647811160524,7.510368583862519,7.65638195721104,7.94575984854907,8.685453142668269,9.76934694634476,8.20430703352576
F12,12.3356918151934,10.758847803108301,11.829572116203199,12.1547611594396,11.5707664965276,12.0274740907376,10.297179950543699
FAM50B,6.323476357612639,4.3677834050089,6.083532513265411,6.834192913287599,7.081339627451941,3.6414188628625697,5.72520945322121
DUSP9,4.032841401129501,2.79367535282616,3.56655946387854,3.40834502752127,2.8102909084576404,3.2103093706314505,7.242973992081421
KLK7,2.47856028713388,2.4463832873439304,2.5077312236382796,2.48872322325902,3.42376639477522,2.4865599281852404,2.50561404795179
RAMP2,4.523994699660981,4.00009918187472,2.89674265833684,3.8358028342828,3.91917797276816,3.2839662078155203,4.9785068374294195
BIK,2.8202994798696297,2.8379089396431,2.59754785957223,2.96470358995286,2.72858883914953,2.6951987759852702,6.13850322727332
VPS9D1,5.599648075916821,4.65837716890539,4.88020062772949,4.86817311870569,4.594996336540929,5.20839630182972,4.8729912382226
KLK13,2.51406417237385,2.4732959741545097,2.62551598384989,2.46921916167282,2.61782505506486,2.70314279236506,2.65595168182745
ITGAM,6.013658774538991,6.984088011039151,5.01905691583955,7.3325915825747,7.812709993315161,5.15557519871092,5.35149759307426
ZC3H11A,6.97371458384606,7.34319460037843,8.88561401841782,8.36207532047705,7.44246251733423,7.45083183928643,6.57561487761963
CD1D,7.26881799824332,7.09394040532154,7.00998533227471,6.45779126025604,3.42515042968968,7.367309903588481,3.41287634724846
SKAP1,6.29573955226527,6.507301503006481,5.49426518847669,8.30164708704808,8.450361732766469,6.25451468053007,5.6065991630217304
CCN5,4.77659884236886,3.1315269288738703,4.100574040213201,3.11404879730227,2.8199358542025,2.7872109445064503,3.1366540509473997
TNK1,3.3069038134058197,3.1722506739032,3.86474082545924,3.33166222732918,3.6712707240300007,3.30730319472477,4.09989269639378
NOVA1,2.2712374082426,2.23028910513086,2.28549395655322,2.79245558926454,2.27608270613108,3.1299687523910698,5.53074809536049
NRXN3,2.0701351163696597,2.80458022003583,4.95847151623916,2.07010419569671,2.0821609661639697,4.10636507155653,5.90184678333493
TCP11L1,5.0687395906723,4.338645473211391,3.7813177436039003,3.7741966855088105,5.587289973644969,4.332944186932299,3.2332545951743
IL7R,5.880854466417721,4.24784398657594,6.431990606225799,2.2531482051401803,2.37648487841734,7.6692890240831195,4.442651610775219
SLC3A1,5.653180427802349,6.63162525853165,6.26965222011858,3.37981500867635,4.32617058777377,2.4050093589937003,2.84671995723634
RASGRP3,6.50629885249614,5.55399630417202,7.73691600067178,6.18018964204595,4.8906266535272005,6.742087077156429,5.252612453823559
TRPC1,4.60415437115754,2.95090694171834,2.9765561044429396,4.71259027816712,3.0005643440421403,4.51943496908551,6.48188013962029
TRAF3IP3,4.761407620629201,3.78058307227862,5.74248325646843,3.20066442081542,3.06609780353678,5.58737399274931,3.25981782062051
ROR1,2.62989978722228,3.04904869362246,2.8366856323627,5.03404840091351,2.9795424926025404,2.8198459550767003,3.6497763881796605
ROM1,3.31471247496054,3.6183913758142503,3.25900426396723,3.6421932470486005,3.33796792891636,3.3152952285992794,3.3227934523306204
